ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,PayingAdvertiserName,Gender,AgeBracket,CountryCode,,,,,,,,,
ca0c8e56f26b9618ad00bd824d2f3628de4b35727f4e18bcf191a0c1e6b9509c,https://www.snap.com/political-ads/asset/c224c1890d8418cabfeb9595f1098a367bcfc826a302ba66dbe820a2af084db7?mediaType=png,USD,1429,453853,2018/10/01 21:08:10Z,,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
118a0c53c8d9d1d1778f23d95af0fc77d0b7d81efb6a199abf5d35c829faa15f,https://www.snap.com/political-ads/asset/1e527f65f1370350e033d1b0673c0d86d331e38397d65f7b24d00ed5f1f2aa1b?mediaType=mp4,USD,3621,857675,2018/09/06 13:42:15Z,2018/10/17 06:30:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
16a539e53368c09d32a8dbe8ba9e28a5ad1ae8f613e740dbefa2f415defe1710,https://www.snap.com/political-ads/asset/2d40bf16274c557038aa45c46bcffbe0b2a709cf985b2e098708884456267779?mediaType=mp4,USD,410,37592,2018/10/18 19:34:39Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
e7015baabf17ad91085be6808694d8459be42947f0503b98f0792874eff8188f,https://www.snap.com/political-ads/asset/560f0d3d77aafa57d8084e51e24ff8d19438768f1de3aa8c7d16e9ca47a360ea?mediaType=png,USD,1116,365071,2018/10/02 17:28:33Z,2018/10/09 03:59:44Z,ACRONYM,Knock The Vote,,18-28,united states,,,,,,,,,
61f37b57952655872ec73fac2c94d83822e57309e424739d1beccc2d4e9dac50,https://www.snap.com/political-ads/asset/97c8c4f52ae0f80e5cb72a3b05f8740ed82beb8eb48927a172e7a42fb3b036ac?mediaType=mp4,USD,699,323334,2018/10/23 15:55:55Z,2018/11/06 16:55:19Z,Planned Parenthood of the Pacific Southwest,Planned Parenthood,,18-24,united states,,,,,,,,,
6f817bb634bc477da7fde2135b2708cb5f01ae2f287a51d19fb8638e9245b3f4,https://www.snap.com/political-ads/asset/9c57752c32b50760e620a819ea278f59be5ac87b986c26dd889065515a1433ab?mediaType=mp4,EUR,17968,15322232,2018/11/25 16:51:43Z,2018/12/02 22:59:39Z,Dentsu Aegis Network France,SIG,,15-24,france,,,,,,,,,
3c505dc3083d844e0f30af24c5fdff40aa8a66153ca5cef9f1283c90c7117aaf,https://www.snap.com/political-ads/asset/569ba3f472922adc3d47e518f4c75c0a5bcf44e0666118d377859b6bd020a119?mediaType=mp4,USD,663,57350,2018/10/18 18:19:36Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
d903786b91ce98cc16ef1df7be8aeb8fb14a68ddf740130d31491b031f249d48,https://www.snap.com/political-ads/asset/87beeff334a9bc24ef51ea2f326e9ee17a001be908d0b2c4088630d1538cd325?mediaType=mp4,USD,749,183363,2018/10/26 15:14:58Z,2018/10/31 15:05:03Z,Friends of Jess King,Friends of Jess King,,18+,united states,,,,,,,,,
92f80a65b69f57c012f3b58e5053b93b69682f58c88c789b6758db3542b0b608,https://www.snap.com/political-ads/asset/b0278c29d68db48df78a5e18a9a0a94ddbed663736036a19400e1512e7599cc3?mediaType=mp4,USD,341,56610,2018/11/02 17:50:15Z,2018/11/15 18:50:20Z,Vera Institute of Justice,Vera Institute of Justice,,22+,united states,,,,,,,,,
9d937a2a3323624bee84ae2f255542ab5420182a00b3826e51f9564c8fa0dec2,https://www.snap.com/political-ads/asset/d95fa0e1de8048ceec3f620022b67d06fe223f2662ddc4fe423746e30d0d31a7?mediaType=mp4,USD,1565,1034438,2018/10/07 14:13:08Z,,Chong and Koster,Everytown for Gun Safety AF,,,united states,,,,,,,,,
264fae93cceb643d1174361e80f6146da9cac9a907c1d2f05401426ab2b6943b,https://www.snap.com/political-ads/asset/a49728cd95792d58936739f9715aaf84a6b080aa4f2713bb63dd9f169daf8eff?mediaType=mp4,USD,3901,1105317,2018/10/29 17:40:22Z,2018/11/04 04:00:00Z,ACRONYM,Show Up To Vote,FEMALE,18+,united states,,,,,,,,,
3945ec96fa7e56f64edaf23d524c4f862f19bfce06372242d501c9180742c495,https://www.snap.com/political-ads/asset/accf2510541c75802417096ebdacd0775a63f2f7753ce46873e47c6053db8ab1?mediaType=mp4,USD,69,30858,2018/10/31 07:00:01Z,2018/11/03 06:59:59Z,Mammoth ,King County Elections,,18+,united states,,,,,,,,,
93f350ba90194bbea48ab33fce402124d8c59868365fbfe9b40fad4457066f91,https://www.snap.com/political-ads/asset/61550213dcd9c4f6c7c3128f5988ad161a8170252ac5a1cdd84e107654923214?mediaType=png,USD,651,91553,2018/11/02 17:50:15Z,2018/11/15 18:50:20Z,Vera Institute of Justice,Vera Institute of Justice,,22+,united states,,,,,,,,,
6c37f9b457f1b2d59be298c2f0398db442cb674645d465ea027851459b8f0055,https://www.snap.com/political-ads/asset/6967388bcaf584f5807ddcc07f906fa680ad61bc51556df8fba8d858719e3330?mediaType=mp4,EUR,923,521729,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
0f93955165bf4949f7e2fce6d3d1344d6570154f6a8ad7e3b06e84a68306e2b5,https://www.snap.com/political-ads/asset/dc7e9d24bd5ba47971d0fedff6a4b9494298afe8c2fd9e4a8425568c1e40d6ae?mediaType=mp4,USD,73,22577,2018/10/07 19:19:58Z,,OpenPoll Inc,Students for Trump,,18-26,united states,,,,,,,,,
f11b357661611eea6f16255bd0024e629ee8eef9049ff34ebf67c4f52d97014a,https://www.snap.com/political-ads/asset/4e111c9c1f45d39a436c0917015af3733dc830f0b299e0017c7ae746f8054afa?mediaType=mp4;https://www.snap.com/political-ads/asset/23b0797f9318e980ca75225b40c044426540932648f80455f5aa4d1d8290c022?mediaType=mp4;https://www.snap.com/political-ads/asset/8b7203998de96b433bbce93b968898a823018dbd91f0e3900b3282c8f78e5934?mediaType=mp4,USD,340,198456,2018/11/03 07:00:01Z,2018/11/06 07:59:59Z,Mammoth ,King County Elections,,18+,united states,,,,,,,,,
a3106af2289b62f57f63f4fb89753bdf94e2fadede04785c9505fbb3c38ba653,https://www.snap.com/political-ads/asset/468196211659446738b5e3a03f74d9e78488349d4493be60eb1f3991e75337d3?mediaType=mp4,USD,2492,377236,2018/10/27 19:23:19Z,2018/11/06 23:00:00Z,"Middle Seat Consulting, LLC",Beto for Texas,,18+,united states,,,,,,,,,
f693822fd53d110dad43b9b4ac7f0bd18b3869d037abb871394ccf50656742a4,https://www.snap.com/political-ads/asset/aa2f34a26a37facdb7dcf1c8d305edb4509b478b1c139f56188882685a056c1d?mediaType=png,USD,60,14793,2018/09/28 23:10:14Z,2018/10/13 01:00:00Z,Chong and Koster,Voter Participation Center,FEMALE,18+,united states,,,,,,,,,
4f0e2da2f29f3de3dd634f4b48406367688141165e65ec8caa15a55c66f21b1f,https://www.snap.com/political-ads/asset/b41619ede2aea8b692d7d1d7dde58beffd8f3b8ec40ba5ffcd8a97e03d347573?mediaType=jpg,CAD,0,155,2018/10/02 18:30:58Z,2018/12/17 07:15:32Z,Kick Media Inc.,Alberta Health Services,,16-25,canada,,,,,,,,,
e03e6db562b8a8fcb0c1c8d805e86985ba9df6d54f760507373b043de811e442,https://www.snap.com/political-ads/asset/726304fabbc24f4eed92e2a775746d7e265a70ef17caba322f9a2eb0d798ed05?mediaType=mp4,GBP,0,3,2018/11/27 21:44:19Z,2019/01/13 21:43:53Z,Amnesty International UK,Amnesty International UK,,25+,united kingdom,,,,,,,,,
30f17f6f0fcea9df644cc4a51f1505e06e23bc8911a805c4cc25a16a10bb91e2,https://www.snap.com/political-ads/asset/c9d2a52daec5296505a18a2c61ce3c0174739c313601a3df8b25cec100a032c0?mediaType=mp4,USD,129,43003,2018/09/01 16:00:00Z,2018/10/01 06:59:00Z,"Do Something, Inc.",DoSomething.org,,18-20,united states,,,,,,,,,
120bf60a29d310965aa8a92f67e802757600b3ca31cdc1240fef75dddb155142,https://www.snap.com/political-ads/asset/dedd22c94d9f3e7f3f17f4ca687c6b98efb136ebc36e0760e42b4b37161c9bb9?mediaType=png,USD,34,12455,2018/11/05 00:51:37Z,2018/11/06 00:48:55Z,Melissa Moore 4 MN House,Melissa Moore4MNHouse Committee,,18+,united states,,,,,,,,,
32923c7653c9bb40b14eec5038f866981c73c740466df1f8ce471619ccac52d9,https://www.snap.com/political-ads/asset/baf1712fc27a39abc1e43d5424c9fcab6cd39a33a974d261b8bc0c17675c1d1e?mediaType=mp4,USD,77,19082,2018/09/25 21:01:44Z,,OpenPoll Inc,OpenPoll,,18+,united states,,,,,,,,,
0457d9863b45ff7eb1afcf89a072512e1c4790e047183cd268e517d121a6b78f,https://www.snap.com/political-ads/asset/b49b3e7ed6dcdac1393262bd69c2a8820db1e6b1a807f9c04002ec4b21e0e86c?mediaType=mp4,EUR,891,500625,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
e550f2fcdcb0e5fab066622a9bb0a5d13a8ac0dcb5f8ef52ae6d8f281b3ed7fb,https://www.snap.com/political-ads/asset/a6b00bb110fac3c0dc64466fbfe7b3188b564be487a916c29058b1c0fd19473a?mediaType=mp4,EUR,948,548048,2018/08/20 06:56:43Z,2018/11/30 07:48:35Z,Reprise Media,Mejeriforeningen,,20-29,denmark,,,,,,,,,
89531ace4a52e3e7e4bd6659bd80c1c31b6851a53c9f5e00cba294de619b485d,https://www.snap.com/political-ads/asset/39bde1b750303e7f2ec5b8e016b305f11cfef0b899ebf9b0814ec7779dea6c85?mediaType=mp4,USD,2307,631708,2018/10/31 16:32:53Z,2018/11/05 22:32:04Z,Blueprint Interactive,Planned Parenthood Votes,FEMALE,18-34,united states,,,,,,,,,
b2d1e7e5882eba5bbb527f9916643d0522aee5157ff6c99c48267d0371339614,https://www.snap.com/political-ads/asset/a472e036c7b9df74a3e395dde058a0a411584d2567189fd07ce0153ff05572dd?mediaType=mp4,GBP,1841,942656,2018/08/23 15:16:38Z,2018/09/29 06:59:59Z,Dentsu Aegis Network,Home Office,MALE,18-24,united kingdom,,,,,,,,,
9a76cf1ee54740e63c30878bfdfcbcb4e5ea8ca578a98c04e433b52fde37357b,https://www.snap.com/political-ads/asset/2e4d67a25dabf148acbf7b443b26ab9de7eb19253043feab22291f40e22570e8?mediaType=mp4,USD,394,64265,2018/10/26 20:47:44Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
14971b13b37e15f7a46853cb3bf98205c0a9e45de9fc66f89707ae72a62277b2,https://www.snap.com/political-ads/asset/8c8b0315ae0fd61a9e1c5a7cdf944a7f2047d577cbc059b497d526585e71db29?mediaType=mp4,USD,561,166462,2018/10/06 05:21:22Z,2018/10/09 06:59:59Z,Maria Cantwell United States Senator for Washington ,Paid For By Friends Of Maria,,18-30,united states,,,,,,,,,
77ead1fdbcc226ebd61ce0d34edda64e9a936e6324ca73adbf0a20eeac9cf0f7,https://www.snap.com/political-ads/asset/6006ad138905e5561d94cb8d354e0a44fc6b90d9aca27b807e4560249bdb68f5?mediaType=png,USD,378,89463,2018/10/01 21:07:08Z,,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
25f662a1cee3166b7f271d5043268ba7f057588baddd8bb9053aeef77239fd0f,https://www.snap.com/political-ads/asset/644a998921ac59aa4678ffff0ec49dc8c7891f030325ceab62765442fd6b1068?mediaType=mp4,USD,217,58544,2018/09/10 15:11:14Z,2018/09/17 14:46:55Z,SEIU Healthcare PA,Hospital Workers Rising,,19-27,united states,,,,,,,,,
c11f013062b767e11c2cdb244ec04e901220eb8a355fe3368baf48bbb9f6bc85,https://www.snap.com/political-ads/asset/8e5660db850b1d046bce88b2986e84f07d00e173f8912a4ee19d3cdf322ced50?mediaType=mp4,USD,54,23185,2018/11/01 13:00:00Z,2018/11/05 00:00:00Z,House Victory Committee,House Victory Committee,,18-30,united states,,,,,,,,,
c2ef76decb03e2f14f86622752a1ff28f74aff4249d0bea3c391cfd9e65c2d59,https://www.snap.com/political-ads/asset/0810037afa77f104daff6e7a6da6a2e6d2915384d56204436eba41105d6ccdab?mediaType=png,USD,58,12007,2018/09/28 23:10:14Z,2018/10/09 02:00:00Z,Chong and Koster,Voter Participation Center,FEMALE,18+,united states,,,,,,,,,
8c198f2023438a42fffa6c9cd8fb765cc639892b250c74c4b1727b1ef00011e5,https://www.snap.com/political-ads/asset/dce39a864ad5018cac2f166c4b976e440e7d3c4a6cb1e9eb93d6b1c885afe50e?mediaType=png,USD,22,7332,2018/11/02 22:47:04Z,2018/11/07 01:00:00Z,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
8d6bd945e484a50d899364c618d8e30b8918813a2877c88eb8949ea54081d837,https://www.snap.com/political-ads/asset/d02f2534cf7250c42bee983d2bc05371879fa8868fecd8939d7960a364669f14?mediaType=mp4,USD,1096,365035,2018/08/25 14:00:00Z,2018/09/08 13:59:59Z,"Tubemogul, Inc.",Liberal Party,FEMALE,,australia,,,,,,,,,
6e91676050d62c9ad11648c23e26c4a3b0db6615427bb07f10fab8702702b073,https://www.snap.com/political-ads/asset/54d76e8c63c4e61abb187d8471c48de929817ddc38584d9679c2a9e6997e31d3?mediaType=png,USD,37,8798,2018/10/01 23:10:01Z,2018/10/17 22:02:35Z,Chong and Koster,Voter Participation Center,FEMALE,18+,united states,,,,,,,,,
d00738f8f6b60aad104e21fba9da1915e3272b76b2f62fcef49565ff7e4d265f,https://www.snap.com/political-ads/asset/da731b37241b937d1b0dbac9f86847b5f90c02618ebd5baeda0ba92e191c85f2?mediaType=mp4,CAD,679,339986,2018/12/07 10:56:48Z,,First Nations Health Authority,First Nations Health Authority,,34-,canada,,,,,,,,,
6d5af4894091d7620fde79d0232ed2f8ef70c4c7cddd3ac0895f5dedc39b552f,https://www.snap.com/political-ads/asset/b779c8dce95be65b68f1d5a4d101ad0357975c151bb131f816734c862584932f?mediaType=mp4,USD,1571,142335,2018/10/18 19:42:18Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
60e0314ece56a3c65aea67f787403150c27ad8f217a0c5cfe3a05fca815496ed,https://www.snap.com/political-ads/asset/358a9d9fb17ec5e6e20634a7c08456e68f383bdb05ec5b8d5e3ce2758939ac7f?mediaType=mp4,GBP,1076,815677,2018/10/01 22:14:13Z,2018/10/31 22:12:05Z,Dentsu Aegis Network,Home Office,,18-24,united kingdom,,,,,,,,,
74d3118b9410ec06629609008cd63097df9ed58d78c171cea1db4592d7d944d6,https://www.snap.com/political-ads/asset/953f22802cdf5362fcc32360ff96d8138be2c693b2d6a9d523844c1d12979f01?mediaType=mp4,USD,1000,187796,2018/10/23 19:02:42Z,2018/11/21 07:59:59Z,The Modesto Bee,STOPtheWaterGrabCoalition,,25+,united states,,,,,,,,,
582a24280310868777c6a3fa86b2b1c5b12fad192e406fd50b7eee03be014b36,https://www.snap.com/political-ads/asset/0d56a1bc660ff5b5118ded110ed710565b990680f44eeb9c09262d8c433dfa8e?mediaType=mp4,USD,575,50421,2018/10/18 19:56:31Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
5026a7f600b8b24083e4add0838c5717d78e1a1398e6ae67ef2ee876e2bbbb49,https://www.snap.com/political-ads/asset/939eb4bd2d2ce5f1e9a64c9ff5165c6c2732e02e7726d402d149fb900175ea95?mediaType=mov,USD,2945,1264403,2018/10/01 15:28:33Z,2019/06/30 22:28:37Z,Open Hand Media,Planned Parenthood,FEMALE,15-19,united states,,,,,,,,,
f1d200c68a18563f45414a12bd826f02e2d5c371c736c53d49f828fc18705dc3,https://www.snap.com/political-ads/asset/5ef93a6df60367e9b9c2d901184ff686ee0c9085aac1ac58cbcedda64646ec6e?mediaType=mp4,USD,1039,189333,2018/10/27 19:23:19Z,2018/11/06 23:00:00Z,"Middle Seat Consulting, LLC",Beto for Texas,,18+,united states,,,,,,,,,
6e1cc82c210aab9c2656fcd77a048e81b27db87c9f54b99aec4added275f5565,https://www.snap.com/political-ads/asset/24d8215e5cb31c1afdce2ab47e853f3b91baec01aec7eae3a6998e2e9f724b50?mediaType=mov,USD,766,190026,2018/10/28 21:07:07Z,2018/11/07 02:30:10Z,Open Hand Media,PPOSBC Community Action Fund PAC,FEMALE,18+,united states,,,,,,,,,
8a9535c92888741f89d1445c9bce85c13498a744026f2d973b0bd69ee97d8b5e,https://www.snap.com/political-ads/asset/4f5b78fa7c75c4bc63126e3dd14d1e98d678d69eef9784f208cc8c1e4671dd40?mediaType=png,USD,41,6202,2018/11/01 17:58:01Z,2018/11/06 22:59:59Z,Mothership Strategies,Progressive Turnout Project,,18+,united states,,,,,,,,,
4aba2daaa932b40b20e9c124cf7b424a90d612c31fcc7c4b4349be74b9e944cf,https://www.snap.com/political-ads/asset/48ef2a25f44dabc01ae677d21fe3141fc932c6699992d5ca4d7203eeb3999656?mediaType=mp4,USD,815,72711,2018/10/18 16:25:09Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
42a4f9a53ab9bf0c0b5dc31e2448cd3e0f56f60de82c8eb9300a217f357d6b47,https://www.snap.com/political-ads/asset/a36b7d3cf5ee871f8c3d156c88499c36621d3a05ae760b98e7d0708d140e3895?mediaType=png,USD,87,24323,2018/10/01 22:00:57Z,2018/10/09 22:04:54Z,Chong and Koster,Voter Participation Center,FEMALE,18+,united states,,,,,,,,,
3145ad932b713c48562f4e361e74a41ac1749602b646271de994fc468df323e0,https://www.snap.com/political-ads/asset/108fe3903c1b2dfe48a7d9fa34c6f98f44dd4a29bde3baae71dd6a68d82e5c76?mediaType=png,USD,162,51130,2018/09/25 07:00:00Z,2018/09/26 07:00:00Z,ACRONYM,Our Lives Our Vote,,18-28,united states,,,,,,,,,
9b6ecf67048fe615fa28a30cc35a4dd8d3ebf5cc10fd69bf844d301c4f4d1a09,https://www.snap.com/political-ads/asset/96c5d4b0270cb3a9c73d508c66317fb685d187f4d590dad0d0e4a762e6618eef?mediaType=mp4,USD,705,178456,2018/10/31 21:12:37Z,2018/11/06 21:08:13Z,"GMMB, Inc",JB for Governor,,18+,united states,,,,,,,,,
700a98ca3ec86a2076f7431a9e05e91b2a140467849b2d110faac01662cba094,https://www.snap.com/political-ads/asset/2643f440b7ea7e7d220ea8623b93cdae686f992ae390d381479cf66cc03ce641?mediaType=mp4,EUR,30,30488,2018/09/10 14:53:12Z,2018/09/12 22:10:25Z,Fianna Fáil,Fianna Fáil,,18-24,ireland,,,,,,,,,
1654dacdf6b1a405033332b54b1c849bcb80ce773af792379703b28a0229e85e,https://www.snap.com/political-ads/asset/b9f4fc3e525eb7caf44b0898f43689076dc5926713319082672a2b7f22536909?mediaType=jpg,CAD,16,8529,2018/10/02 18:30:58Z,2018/12/17 07:15:32Z,Kick Media Inc.,Alberta Health Services,,16-25,canada,,,,,,,,,
09516473a0b8546f58b87a152d2c672f679321a16a68554f3685ab15cef83c7a,https://www.snap.com/political-ads/asset/2c26481dd98f7320cd4bb64c2c5fe597f9d87a3e80b96463c14e972fbe05e19d?mediaType=mp4,GBP,249,141258,2018/11/27 13:45:23Z,2019/01/13 21:43:53Z,Amnesty International UK,Amnesty International UK,,18-24,united kingdom,,,,,,,,,
84a1a81ed960b980316f742c9f719a56dd84c252081ce89d069efb7eb9df7741,https://www.snap.com/political-ads/asset/bbf51def1fb2c508f3b3e6896eb5400a65339a08eaa49c7e9762e9710727db31?mediaType=mp4,EUR,979,783581,2018/10/27 14:00:00Z,2018/10/31 21:59:00Z,Dentsu Aegis Network France,SIG,,18+,france,,,,,,,,,
5195d68c146526eda7c30c64b9bef15ae86d8250c9a226204957973029f6248c,https://www.snap.com/political-ads/asset/5c0b704a914d61c9d0b94a90d92c76fdfccdc45b9cc4fb035af2a00ac19b1ef5?mediaType=png,USD,6,4846,2018/12/01 17:37:10Z,2018/12/11 05:37:02Z,LPM,sdm.ng,MALE,30+,nigeria,,,,,,,,,
f9271c1f083b22d699ee3d95b3662496ae293eda3326ad447f82a9c5ee60b4fd,https://www.snap.com/political-ads/asset/488c5a7f1b41948d60b27dfe0dcf1203e76badc142cde950ad42fcf3cbb7941b?mediaType=mp4,CAD,1136,665500,2018/06/25 21:13:14Z,2018/09/15 04:00:00Z,The Aber Group,Plan International Canada,FEMALE,,canada,,,,,,,,,
13f6a9f66e023c48c759b08d918c20db16514fec493b4ab2e3c71053079929c8,https://www.snap.com/political-ads/asset/4f9c03187556fc04b677efcc0a13e0bca4718e6505a39c03a831536351917cda?mediaType=mp4,USD,983,93776,2018/10/18 18:01:21Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
5d8342944b8018c78347704bf9e80a12148f65bf579b78d4dc3a66c23cc26c22,https://www.snap.com/political-ads/asset/a33f3d3238f84f4874a0e75f9fbd8eb83f68bb1c8e34103662b8d1b20720a94d?mediaType=jpg,CAD,1,747,2018/10/02 18:30:58Z,2018/12/17 07:15:32Z,Kick Media Inc.,Alberta Health Services,,16-25,canada,,,,,,,,,
b2f57e979ec96f3e60dfd300e8df764fe99b9d81fe57de5b37bb44145b8e2bc0,https://www.snap.com/political-ads/asset/8bae97ee9139db22bfcfdb6f7d46af92e65e1cbd5dd5d17d4723fba37c3b46b9?mediaType=mp4,USD,9277,2051686,2018/10/26 18:05:50Z,2018/11/06 22:00:00Z,ACRONYM,Knock The Vote,,18-34,united states,,,,,,,,,
c5a0bd1dc799e2999b3e91db8cb956c767d353687349d51b2795a478abc1e00a,https://www.snap.com/political-ads/asset/ff2000b92e3ba57ef7caa934bbe17a80fd3f4dd7579bd1034ba703cada7b6fd4?mediaType=mp4,USD,349,109669,2018/10/18 05:41:39Z,2018/10/25 05:41:18Z,Wyoming Democratic Party,Wyoming Democratic Party,,18+,united states,,,,,,,,,
0691a9c576dfaf10a1443841f95e2b7473fa738614ef0300a75ac2978ed120c8,https://www.snap.com/political-ads/asset/eb61aaedbdad03167a3588067225b9cc9c140f3a8db64e3e3d7f148072ae333a?mediaType=mp4,USD,853,203723,2018/08/31 23:23:28Z,2018/10/01 06:59:59Z,"M&R Strategic Services, Inc.",Planned Parenthood,FEMALE,25+,united states,,,,,,,,,
e507b05fb004868f8893f48aecbf5b4ce285a1e6bb97c6bb3853aa9c5f0e5dab,https://www.snap.com/political-ads/asset/f65ab2b5daf15e93e393b2f2159b878db1b4df2033e8e602173702b379849b2f?mediaType=mp4,USD,99,29094,2018/09/28 21:23:02Z,,OpenPoll Inc,OpenPoll,,18+,united states,,,,,,,,,
3b79d3bc828a6781c29324d2d0776c8eac7ef96e3f93391fec78f8d735d49999,https://www.snap.com/political-ads/asset/11c5dc080388b2f9ead75debb406253f3319361ee5e4eea6f23bb8f848c4ba8e?mediaType=mov,USD,820,194210,2018/10/23 04:05:44Z,2018/11/07 01:55:29Z,Open Hand Media,PPOSBC Community Action Fund PAC,FEMALE,18+,united states,,,,,,,,,
70c4ae77cde58a112e36c28ae0a10e64ea3ec1a534160a296bf45910bfa7d22f,https://www.snap.com/political-ads/asset/259bb65c9e682b0876c6d137855c1de9112575d24f35c87ec137ca03a94691da?mediaType=mp4,USD,445,190283,2018/10/09 15:51:44Z,2018/11/07 03:00:00Z,Penna Powers ,Lieutenant Governor's Office,,18-34,united states,,,,,,,,,
f0e6bf1494eb6de4b4c33f5695d4d15146c719d11893a525dc26956f3f4176a5,https://www.snap.com/political-ads/asset/6533005e15c19cb2c7bcc6d95cea57d79ec8c02e9415c91a2277f971e96256bf?mediaType=png,USD,362,209651,2018/10/07 20:00:27Z,,LPM,SDM,,26+,nigeria,,,,,,,,,
f41ee9f47a41a670ca01d971107888d0a9e530a188747c9b46307bc768da52cc,https://www.snap.com/political-ads/asset/afeadb50d069453824cab4d1fdc7c1a26f505925ec6f5adddcaefe30203a5ce7?mediaType=mp4,USD,499,150711,2018/11/06 07:59:59Z,2018/11/07 04:00:00Z,Democratic Congressional Campaign Committee,DCCC,,,united states,,,,,,,,,
eee9c7d7f1e99e8269c88f81ba6fc46e42776a9b5aaf4a25fbf8b0703201c59b,https://www.snap.com/political-ads/asset/bddec3094b3e4a47bc01df717868bdab3dba986b32821ddbbd480fe283bab578?mediaType=png,USD,418,108092,2018/10/01 21:05:16Z,,Mothership Strategies,Voto Latino,,18-25,united states,,,,,,,,,
b5e128359e8cf36558657c780425228c640296f914332aedbe8c8c039ee70205,https://www.snap.com/political-ads/asset/1215cb32222b88be0f3cef7cdb05a8e573a122c9d641a4679c0b433f309c0f2c?mediaType=mp4,USD,1276,494076,2018/10/05 14:44:22Z,2018/11/06 17:01:01Z,Congressman Pete King,Pete King for Congress,,18+,united states,,,,,,,,,
3543bda6548f0e2c5ebfbac43c7443cc2383e90e2761ca9acd50694e027734b0,https://www.snap.com/political-ads/asset/4eb5f552a442812c537c8f5d7dce50c9c5e001c71961cbe0686ed4c5b779ed3e?mediaType=mp4,USD,623,55373,2018/10/18 16:57:38Z,2018/11/06 23:00:00Z,Bully Pulpit Interactive,NextGen America,,18-34,united states,,,,,,,,,
285cff96d6b625f5428f4b27e74df89cf77f233085b64a10dc4343540f87ba39,https://www.snap.com/political-ads/asset/2643f440b7ea7e7d220ea8623b93cdae686f992ae390d381479cf66cc03ce641?mediaType=mp4,EUR,71,36931,2018/09/26 09:03:52Z,2018/10/01 09:04:41Z,Fianna Fáil,Fianna Fáil,,18-24,ireland,,,,,,,,,
14118bd671203715600cf9975156d408ead6c00b9e16cda916d3bc1ce90dbc1b,https://www.snap.com/political-ads/asset/4e41590afe90c38e774a05d1de39376c395596c2c096093ba63139ddf4034be7?mediaType=mp4,USD,6,4277,2018/09/14 02:00:00Z,,Congressional Leadership Fund,Congressional Leadership Fund,,,united states,,,,,,,,,
22f3694556413558c25a0f291715c248c78942f0e183dfeecb6c1d49d8cf55b9,https://www.snap.com/political-ads/asset/da28aa3f9055f67151ca947397e92eb3a08b47113d546be8ff82e03238a46994?mediaType=mov,USD,1095,290781,2018/10/15 15:35:18Z,2018/10/23 06:30:21Z,Open Hand Media,PPOSBC Community Action Fund PAC,,18-25,united states,,,,,,,,,
1542d95053467a8e16d9c4b347c5a6e948cd1cf0253a99279e45dfcd3076d99f,https://www.snap.com/political-ads/asset/a5f5acce55286a050eb15693ff5e0c39bf53efbf9e44650cd61f56be005a23f5?mediaType=mp4,USD,372,127804,2018/10/06 05:21:22Z,2018/10/09 06:59:59Z,Maria Cantwell United States Senator for Washington ,Paid For By Friends Of Maria,,18-30,united states,,,,,,,,,
8fdc9fcf2e9f785689d47ea4dd6b6ac89295078df8e425e72d3edc469e53ff24,https://www.snap.com/political-ads/asset/792db5e26e82c247c0d59a336c1e7693f0a04c84591a326e0996df6b296bff1b?mediaType=mp4,USD,238,84037,2018/11/05 19:23:06Z,2018/11/07 00:18:38Z,Break Something,Ammar Campa-Najjar for Congress,,18+,united states,,,,,,,,,
add7caddef2f56c96847f803f3d06daa8e27c34a3191a0897afcbeed3e3c9fc1,https://www.snap.com/political-ads/asset/ff2064d310c3c957c333f758e59788ba5966d813b414451cab67a67cc44afccc?mediaType=png,USD,8226,3550159,2018/10/06 01:11:41Z,2018/11/07 03:00:00Z,Lockwood Strategy,Change Now,,,united states,,,,,,,,,
